title,day,date,month,year,event_type,series,body,city,venue
Debating Poverty Reduction (II),Tuesday,12,April,2011,Panel,Studio-X,"Debating Poverty Reduction (II) linked sustainable design and poverty reduction in Latin America as part of a series on sustainable architectural, urban design, and planning practices along frameworks such as building self-management, urban acupuncture, and progressive housing.&nbsp;<br />
<br />
Participants:<br />
<strong>Andre Herzog</strong>, Senior Urban Specialist, World Bank Institute<br />
<strong>Ricardo Pereira</strong>, Secretary of Housing of S&atilde;o Paulo<br />
<strong>Domingo Pires</strong>, Deputy Director of S&atilde;o Paulo Urbanismo<br />
<strong>Paola Siclar</strong>i, Coordinator of Research Committee for Chile&rsquo;s Ministry of Housing and Planning<br />
<strong>Clara Irazbal</strong>, GSAPP&#39;s Assistant Professor of Urban Planning and Latin Lab Director<br />
<br />
--<br />
<br />
<strong>Studio-X New York</strong><br />
180 Varick Street, suite 1610",New York,Studio-X NYC
“People’s Architecture” Panel Discussions,Saturday,26,March,2011,Panel,Studio-X,"Before the evening opening of &ldquo;People&rsquo;s Architecture: Hsieh Ying-chun, Architect,&rdquo; there will be two panels discussing the concept of social architecture.<br />
<br />
In Chinese only.<br />
<br />
1-3:30pm: &ldquo;People&rsquo;s Architecture &ndash; Social Culture and Aesthetics&rdquo;<br />
<strong>Wang Molin</strong> (Taiwan, social critic)<br />
<strong>Sun Ge</strong> (Chinese Academy of Social Sciences)<br />
<strong>Huang Weiwen</strong> (Shenzhen City Design Center)<br />
<strong>Huang Sunquan</strong> (Taiwan, Kaohsiung Normal University)<br />
<br />
4pm-6pm: &ldquo;What is People&rsquo;s Architecture?&rdquo;<br />
Moderator: <strong>Shi Jian</strong> (architecture critic)<br />
<strong>Hsieh Ying-chun</strong> (architect)<br />
<strong>Li Hu</strong> (Director, Studio-X Beijing)<br />
<strong>Cui Kai</strong> (China Architecture and Design Research Group)<br />
<strong>Wang Mingheng</strong> (Professor, Chengdu University Department of Architecture)<br />
<strong>Li Xiangning</strong> (Tongji University School of Architecture and Urban Planning)<br />
<strong>Du Juan</strong> (Hong Kong University)<br />
<br />
--<br />
<br />
<strong>Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street<br />
<br />
<em>Free and Open to Public</em>",Beijing,Studio-X Beijing
"People’s Architecture: Hsieh Ying-chun, Architect",Saturday,26,March,2011,Exhibition,Studio-X,"This exhibition looks back on the career of Taiwanese architect <strong>Hsieh Ying-chun</strong> and the conceptual framework which has guided his practice of social architecture: &ldquo;the question of housing for 70% of humanity.&rdquo; In the face of accelerated urban development, Hsieh and his collaborators have championed rural community construction projects using local materials, and the preservation of vernacular building forms.<br />
<br />
The month-long exhibition covers 80 works from the famed &ldquo;Bug Dome&rdquo; built at the 2009 Hong Kong/Shenzhen Architecture Biennale, to reconstruction projects in the wake of the 88 flood in Taiwan and the 2008 earthquake in Sichuan. It is these reconstruction efforts which most poignantly raise the question of how to humanely house rural populations, and which mostly plainly demonstrate the potential for architecture to become a practice of empowerment for an entire community.<br />
<br />
<strong>--<br />
<br />
Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street",Beijing,Studio-X Beijing
Peter Hessler: Country Driving,Friday,18,March,2011,Discussion,Studio-X,"A last minute addition to the Bookworm International Literary Festival program, Studio-X welcomes <strong>Peter Hessler</strong> to speak his most recent book, <em>Country Driving: A Journey through China from Farm to Factory</em>. &ldquo;A road journey, cultural history and snapshot of the times, Country Driving is even broader in scope than the land it traverses. With keen analysis and twisting narratives, Hessler delivers another careful and compassionate account of China from an outsider&#39;s point of view.&rdquo;<br />
<br />
For more event details, see http://bookwormfestival.com/bookworm-events/.<br />
<br />
--<br />
<br />
<strong>Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street<br />
<em>Sold Out</em>",Beijing,Studio-X Beijing
Peter Hessler and Leslie T. Chang: In Conversation,Thursday,17,March,2011,Discussion,Studio-X,"As part of the Bookworm bookstore&rsquo;s annual international Literary Festival, Studio-X welcomes New Yorker correspondent and author <strong>Peter Hessler</strong> (<em>River Town</em>, <em>Country Driving</em>) and <strong>Leslie T. Chang</strong>, former <em>Wall Street Journal</em> writer and author of <em>Factory Girls</em>. Now based in the US, this husband and wife team returns to Beijing for a candid conversation on journalism, living in China, and the decision to leave. Moderated by <strong>Evan Osnos</strong>, staff writer and China correspondent for the New Yorker.<br />
<br />
For more event and ticket information: http://bookwormfestival.com/<br />
<br />
--<br />
<br />
<strong>Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street<br />
<br />
<em>Free and Open to Public</em>",Beijing,Studio-X Beijing
Studio-X Rio Launch Events,Tuesday,15,March,2011,[object Object],Studio-X,"March 15 Tuesday<br />
18:00 THE STUDIO-X GLOBAL NETWORK INITIATIVE<br />
<strong>Mark Wigley</strong>, Dean, GSAPP<br />
<strong>Pedro Rivera</strong>, Director, Studio-X Rio<br />
19:00 WELCOME TO STUDIO-X RIO<br />
<strong>Eduardo Paes</strong>, Mayor, City of Rio<br />
<strong>Felipe G&oacute;es</strong>,Secretary of Development<br />
<strong>Em&iacute;lio Kalil</strong>, Secretary of Culture<br />
<strong>Washington Fajardo</strong>, Subsecretary of Culture<br />
20:00 RECEPTION<br />
Exhibition of GSAPP projects developed in Brazil and the Studio-X Global Network on display<br />
<br />
March 16 Wednesday<br />
14:00 STUDIO SANGUE BOM WORKSHOP<br />
An advanced studio workshop focused on Rio Centro<br />
17:30 NEW TECHNIQUES OF DIGITAL FABRICATION<br />
<strong>Phil Anzalone</strong>, Director, Building Technology Sequence + Digital Fabrication Lab, GSAPP<br />
<strong>Keith Kaseman</strong>, Studio Sangue Bom + Co-Founder, FAISCAS, GSAPP<br />
18:30 INCUBATING CREATIVITY: PUBLIC SPACE<br />
Investigating culture in the public domain<br />
<strong>Ernesto Neto</strong>, Artist<br />
<strong>Ja&iacute;lson de Souza</strong>, Geographer<br />
<strong>Keith Kaseman</strong>, Co-Founder, FAISCAS<br />
<strong>Rajeev Thakker</strong>, Director Studio-X Mumbai<br />
<strong>Paulo Vieira</strong>, Collector<br />
<strong>S&eacute;rgio C&eacute;sar</strong>, Artist<br />
Moderated by <strong>Mark Wigley</strong>, Dean, GSAPP<br />
20:00 RECEPTION<br />
<br />
March 17 Thursday<br />
14:00 CONLESTE STUDIO REVIEW<br />
Exploring regional planning alternatives for housing, environmental sanitation, and urban mobility<br />
17:30 TRANSNATIONAL DESIGN AND PLANNING<br />
Reconfiguring Networks, Spaces, and Institutions<br />
<strong>Clara Iraz&aacute;bal</strong>, Director, Latin Lab, GSAPP<br />
18:30 INCUBATING CREATIVITY: CULTURAL INFRASTRUCTURE<br />
Exploring new forms of cultural institutions<br />
<strong>Marta Bogea</strong>, Architect<br />
<strong>Marta Mestre</strong>, Assistant Curator MAM<br />
<strong>Washington Fajardo</strong>, Subsecretary of Culture<br />
and additional special guests<br />
Moderated by <strong>Pedro Rivera</strong>, Director, Studio-X Rio<br />
20:00 RECEPTION<br />
<br />
March 18 Friday<br />
17:30 FAISCAS FUTUROS<br />
Supercharged Exchanges<br />
Led by <strong>Raul Correa-Smith</strong> and <strong>Keith Kaseman</strong><br />
Studio Sangue Bom + Co-Founders, FAISCAS, GSAPP<br />
19:00 RIO DE JANEIRO AND COLUMBIA UNIVERSITY<br />
<strong>John Coatsworth</strong>, Dean<br />
School of International and Public Affairs<br />
<strong>Mark Wigley</strong>, Dean, GSAPP<br />
Moderated by <strong>Thomas Trebat</strong>, Executive Director<br />
Institute of Latin American Studies and the<br />
Center for Brazilian Studies<br />
20:00 RECEPTION<br />
<br />
--<br />
<br />
<strong>Studio-X Rio</strong><br />
Centro Carioca de Design<br />
Pra&ccedil;a Tiradentes 48<br />
Centro<br />
Rio de Janeiro<br />
200060-070<br />
Brazil",Rio De Janeiro,Studio-X Rio
Jonathan Watts: Public Good,Tuesday,15,March,2011,Discussion,Studio-X,"<strong>Jonathan Watts</strong>, Asia Environment Correspondent for <em>The Guardian</em> and author of <em>When a Billion Chinese Jump</em>, speaks with <strong>Ma Jun</strong>, figurehead of the Chinese environmental movement and author of <em>China&rsquo;s Water Crisis</em>, about the nature of public dialogue on the environment in China. Hosted by the Bookworm International Literary Festival.<br />
<br />
For festival information and event details see http://bookwormfestival.com/bookworm-events/<br />
<br />
--<br />
<br />
<strong>Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street<br />
<em>Free and Open to Public</em>",Beijing,Studio-X Beijing
Country Fair,Saturday,12,March,2011,Country Fair,Studio-X,"After the overwhelming success of the November event, Studio-X is pleased to host its second <strong>Country Fair</strong>: a farmer&#39;s market and mapping project to connect Beijing residents with local organic farms and co-ops. Stop by for locally sourced produce, cheese, and handmade crafts and to see the progress on the digital map of Beijing&#39;s organic producers.<br />
<br />
--<br />
<br />
<strong>Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street<br />
<br />
<em>Free and Open to Public</em>",Beijing,Studio-X Beijing
X-Talk 3: Weapons of Mass Creation,Sunday,27,February,2011,X-Talk,Studio-X,"Drawing on their extensive research on emerging cities in Central and Western China, architect <strong>Daan Roggeveen</strong> and journalist <strong>Michiel Hulshof</strong> will lecture on a particularly Chinese idea in residential housing: the themed high-rise compound.<br />
<br />
Daan and Michiel currently oversee the <strong>Go West Project</strong>, an interdisciplinary research lab tracking the development of 16 Chinese metropolises. For more information and speaker bios, see http://www.gowestproject.com/.<br />
<br />
Question and answer to follow the lecture. In English only.<br />
<br />
--<br />
<br />
<strong>Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street<br />
<br />
<em>Free and Open to Public</em>",Beijing,Studio-X Beijing
JISU PK,Sunday,27,February,2011,Demonstration,Studio-X,"Studio-X teams up with <a href=""http://www.stcbj.com/en/""><strong>Smarter than Car</strong></a> - a non-profit group researching urban transportation and promoting bike use in Beijing through educational and social events- for their signature event &ldquo;JISU PK.&rdquo; STC founder (and event DJ) <strong>Shannon Bufton</strong> will talk about bicycle urbanism before the &ldquo;top-speed showdowns&rdquo; get going. Three stationary bikes, 30 seconds on the clock: <a href=""http://v.youku.com/v_show/id_XMjMyODI1MTM2.html"">click here to view</a><br />
<br />
For event details see: http://www.stcbj.com/en/events/6-jisu-pk/112-race3<br />
<br />
--<br />
<br />
<strong>Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street<br />
<br />
<em>Free and Open to Public</em>",Beijing,Studio-X Beijing
Epistemological Constructions,Sunday,20,February,2011,Lecture,Studio-X,"<p>Please join us for a discussion of epistemological constructions with <strong>Philip Anzalone</strong>, Director of the Laboratory for Applied Building Science at GSAPP.</p>
<p>&nbsp;</p>
<p>Studio-X Mumbai<br />
	Kitab Mahal<br />
	Fourth Floor<br />
	192, D N Road<br />
	Fort Mumbai 400 001<br />
	(Adjacent to New Excelsior Cinema / entrance on D.N.Road)</p>
<p><br />
	Free and open to the public.<br />
	Refreshments will be served.</p>
",Mumbai,Studio-X Mumbai
Studio-X Mumbai Launch: The Architecture of Community,Sunday,13,February,2011,Workshop,Studio-X,"In conjunction with the exhibition, Studio-X Mumbai will host an unsolicited architecture workshop on the theme of neighborhoods and communities. Four design charrette groups comprised of GSAPP faculty and alumni, NAi and local architects will develop proposals for how architecture can build social value and bring a positive effect to four different neighborhoods in Mumbai.<br />
<br />
--<br />
<br />
<strong>Workshop Proposal Presentations</strong><br />
Sunday, February 13<br />
2:30pm<br />
Special guest critics will review the proposals.<br />
<br />
<strong>Studio-X Mumbai</strong><br />
Kitab Mahal<br />
Fourth Floor<br />
192, D N Road<br />
Fort Mumbai 400 001<br />
<br />
<em>By Invitation</em>",Mumbai,Studio-X Mumbai
Studio-X Mumbai Launch: Architecture of Consequence Exhibition Opening,Saturday,12,February,2011,Opening,Studio-X,"Studio-X Mumbai will officially open its doors to the public in February. To launch the space, GSAPP and NAi will present Architecture of Consequence, an international traveling exhibition about architecture and its role in formulating solutions to widespread global problems through sustainable designs for the future.<br />
<br />
Contributors include 2by4-architects, De Zwarte Hond, Doepel Strijkers Architecten, MVRDV, Studio Marco Vermeulen, West 8, CONCEPT0031, Anne Holtrop, Next Architects, seARCH, 2012 Architecten, Atelier Kempe Thill, Biq Stadsontwerp, MUST Urbanism, OMA/AMO, ONIX, Powerhouse Company, Rietveld Landscape, Stealth.ultd, Van Bergen Kolpa Architecten, Venhoeven CS, ZUS.<br />
<br />
<strong>Exhibition Opening</strong><br />
Friday, February 11<br />
7:00pm Reception with opening remarks by<br />
<strong>THE HONORABLE</strong> <strong>AHMED ABOUTALEB</strong>, Mayor of Rotterdam<br />
<strong>OLE BOUMAN</strong>, Director, Netherlands Architecture Institute<br />
<strong>MARK WIGLEY</strong>, Dean, Columbia University |GSAPP<br />
<br />
--<br />
<br />
<strong>Studio-X Mumbai</strong><br />
Kitab Mahal<br />
Fourth Floor<br />
192, D N Road<br />
Fort Mumbai 400 001<br />
<br />
<em>Free and open to the public.</em>",Mumbai,Studio-X Mumbai
Studio-X Mumbai Launch: Architecture of Consequence Exhibition Preview,Thursday,10,February,2011,Opening,Studio-X,"Studio-X Mumbai will officially open its doors to the public in February. To launch the space, GSAPP and NAi will present Architecture of Consequence, an international traveling exhibition about architecture and its role in formulating solutions to widespread global problems through sustainable designs for the future.<br />
<br />
Contributors include 2by4-architects, De Zwarte Hond, Doepel Strijkers Architecten, MVRDV, Studio Marco Vermeulen, West 8, CONCEPT0031, Anne Holtrop, Next Architects, seARCH, 2012 Architecten, Atelier Kempe Thill, Biq Stadsontwerp, MUST Urbanism, OMA/AMO, ONIX, Powerhouse Company, Rietveld Landscape, Stealth.ultd, Van Bergen Kolpa Architecten, Venhoeven CS, ZUS.<br />
<br />
<strong>Exhibition Preview</strong><br />
Thursday, February 10<br />
6:30pm Reception<br />
7:00pm New Forms of Social Responsibility in Design with<br />
<strong>OLE BOUMAN</strong>, Director, Netherlands Architecture Institute<br />
<strong>MARK WIGLEY</strong>, Dean, Columbia University |GSAPP<br />
<br />
--<br />
<br />
<strong>Studio-X Mumbai</strong><br />
Kitab Mahal<br />
Fourth Floor<br />
192, D N Road<br />
Fort Mumbai 400 001<br />
<br />
<em>Free and open to the public.</em>",Mumbai,Studio-X Mumbai
Envisioning Education in India Workshop,Saturday,22,January,2011,Workshop,Studio-X,"A full-day design charrette focusing on envisioning new methods of education in India. Students, educators and architects are welcome to participate. Light breakfast and lunch will be provided, followed by a closing review.<br />
<br />
Those interested in participating in the workshop should email Annie Kurtain (ask2145@columbia.edu) or Ravi Raj (rr2496@columbia.edu).<br />
<br />
--<br />
<br />
<strong>Studio-X Mumbai</strong><br />
4th floor<br />
Kitab Mahal<br />
192 D N Road",Mumbai,Studio-X Mumbai
Learning Off the Grid: Informal Education in India,Friday,21,January,2011,Discussion,Studio-X,"Please join us for a roundtable discussion about the state of education in India. &nbsp;Speakers include local architects, planners and educators from in and around Mumbai.<br />
<br />
--<br />
<br />
<strong>Studio-X Mumbai</strong><br />
4th floor<br />
Kitab Mahal<br />
192 D N Road<br />
<br />
<em>Free and Open to Public<br />
Reception to Follow</em>",Mumbai,Studio-X Mumbai
X-Talk 2: Golden Palms and Golden Plums,Sunday,16,January,2011,X-Talk,Studio-X,"Insult: the bread and butter of critics everywhere. In this X-Talk, the so-called &quot;Fourth Generation&quot; of art critics turns its fire on the contemporary art scene, initiating the selection process for the 10 best (&quot;Golden Palms&quot;) and 10 worst artworks (&quot;Golden Razzies&quot;) of 2010. The discussion is helmed by renowned artist and critic<strong> Xiao Ge</strong>. Final selections to be determined in February.<br />
<br />
--<br />
<br />
<strong>Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street<br />
<br />
<em>Free and Open to Public</em><br />
<em>In Chinese only.</em>",Beijing,Studio-X Beijing
Beijing Cultural Heritage Protection Center Annual Party,Saturday,15,January,2011,Reception,Studio-X,"Studio-X hosts the <strong>Beijing Cultural Heritage Protection Center</strong>&rsquo;s annual member appreciation celebration. CHP, a research-driven non-profit located just across the courtyard from Studio-X, has long been known as the preeminent voice for the protection of Beijing&rsquo;s vernacular architecture and community life. This yearly gathering offers a look at their recent revitalization projects in rural ethnic minority regions, and a chance to pick up the ever popular &ldquo;I Love Hutong&rdquo; bumper-sticker (now also in sticker-card form!).<br />
<br />
--<br />
<br />
<strong>Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street<br />
<br />
<em>Free and Open to Public</em>",Beijing,Studio-X Beijing
"X-Talk 1: The World In A Dog's Eye",Sunday,9,January,2011,X-Talk,Studio-X,"The sixth <strong>Lianzhou International Photography Festival</strong> held in Guangdong Province centers around the question &quot;does the world exist?&quot; In response, Studio-X is hosting a talk featuring curators <strong>Bao Dong</strong> and <strong>Feng Yan</strong>, contemporary photographers <strong>Mo Yi</strong> and <strong>Zang Ce</strong>, and <strong>Dr. Duan Lingyu</strong>, whose research focuses on visual culture.<br />
<br />
<strong>Mo Yi</strong>, independent photographer, is the gold-prize winner of Pingyao international photography festival. His avant-garde and anti-aesthetics photography has been called &quot;Neo-Realistic Photography&quot;. His current work concerns the world that exists through a dog&#39;s eyes.<br />
<br />
--<br />
<br />
<strong>Studio-X Beijing</strong><br />
46 Fangjia Hutong<br />
Andingmen Inner Street<br />
<br />
<em>Free and Open to Public</em>",Beijing,Studio-X Beijing
