title,day,date,month,year,event_type,series,body,city,venue
Connect Talk: Designing Inspiring Workspaces,Thursday,28,June,2012,Panel,Studio-X,"The average employee will spend almost 80,000 hours of his life in his/her workspace: a fantastic thought or a terrifying one? Bombay connect and Asia Art Projects bring you a panel of industry experts including architects and entrepreneurs to discuss how the architecture and design of a space directly impacts the creative output and productivity of its users. As an increasing number of innovative, flexible and interactive workspaces continue to develop in India, panelists <strong>Nuru Karim</strong>, <strong>Quaid Doongerwala</strong> and <strong>Sushmita Mitra</strong> along with <strong>Elise Foster Vander Elst</strong> of Asia Art Projects will explore how these new models are encouraging collaboration, cross-industry support, ideation and inspiration.<br />
<br />
Whether you&rsquo;re a freelancer, creative artist, start-up, small business or large corporate, on 28th escape your cubicle, the distracting maid, the noisy coffee shop and meet us to discover and share. Do join us for tea from <strong>6.30pm</strong>.<br />
<br />
--<br />
<br />
<strong>Studio-X Mumbai</strong><br />
Kitab Mahal, Fourth Floor<br />
192, D N Road<br />
Fort Mumbai 400 001<br />
<br />
<em>Free and Open to Public</em><br />
<em>Please RSVP to:</em> bombay.connect@unltdindia.org",Mumbai,Studio-X Mumbai
The High Line,Wednesday,27,June,2012,Discussion,Studio-X,"Initially seen as &quot;a crazy project that probably would not succeed,&quot; the High Line is now one of the most beloved urban amenities of New York, attracting more than 4 million visitors since its opening in 2009. Since the city reused the High Line as a public park, more than $2 billion was invested in real estate development, architectural projects including three winners of the Pritzker Prize. The adjacent neighborhoods Meatpacking District and West Chelsea are now the most desirable business addresses in the city for creative industries.<br />
<br />
The presentation will explore the history of the High Line, a visionary effort to preserve it, and the extraordinary impact that this park has had on real estate, architecture and the city around it.<br />
<br />
<em>In English.</em><br />
<br />
--<br />
<br />
<strong>Studio-X Rio</strong><br />
Pra&ccedil;a Tiradentes, 48<br />
<br />
<em>Free and Open to Public</em><br />
<br />
--<br />
<br />
Inicialmente visto como &quot;uma causa louca que provavelmente n&atilde;o teria sucesso&quot;, o High Line &eacute; hoje uma das amenidades urbanas mais queridas de Nova Iorque, atraindo mais de 4 milh&otilde;es de visitantes desde sua inaugura&ccedil;&atilde;o em 2009. Desde que a cidade aprovou a reutiliza&ccedil;&atilde;o High Line como um parque p&uacute;blico, mais de US$ 2 bilh&otilde;es em desenvolvimento imobili&aacute;rio foram investidos, incluindo projetos arquitet&ocirc;nicos de tr&ecirc;s vencedores do Pr&ecirc;mio Pritzker. Os bairros adjacentes Meatpacking District e West Chelsea s&atilde;o agora os mais desejados endere&ccedil;os corporativos da cidade para as ind&uacute;strias criativas.<br />
<br />
Mas no que no High Line inspira tanto as pessoas e captura sua imagina&ccedil;&atilde;o?<br />
<br />
A apresenta&ccedil;&atilde;o ir&aacute; explorar a hist&oacute;ria do High Line, o esfor&ccedil;o vision&aacute;rio para preserv&aacute;-lo, e o extraordin&aacute;rio impacto que este parque &uacute;nico teve sobre o setor imobili&aacute;rio, a arquitetura e a cidade em seu entorno.<br />
<br />
<em>Em ingl&ecirc;s.</em>",Rio De Janeiro,Studio-X Rio
Favela Exchange,Tuesday,26,June,2012,[object Object],Studio-X,"The favelas of Rio de Janeiro represent the dual nature of the transformation of contemporary urban conditions. Changing the perspective of an urban marginalized, excluded, an important factor for social cohesion and economic growth, the favela has the potential to be considered as a new paradigm for a sustainable urban future. High population density, busy streets, micro-entrepreneurial activities and functions are typical examples of the multipurpose cities informal approaches can be incorporated into government planning.<br />
<br />
ETH opened an investigation into the transformative potential of informal environments at various levels. The research conducted by <strong>Prof. Christian Kerez</strong> is focused on the morphology of the slums, unveiling the spatial manifestation of informal settlements. Under the title Mobilize Brazil the masters and bachelor lected by teachers <strong>Hubert Klumpner</strong>&nbsp;and <strong>Alfredo Brillembourg</strong> investigate the integrated mobility favoring new proposals with an inclusive vision of the city. Under the direction of <strong>Rainer Hehl</strong> the Master&#39;s program for Advanced Studies in Urban Design (Urban Design MAS) has selected Brazil as the main target since 2010. In their recent studies program MAS UD is studying the City of God, where formal housing settlements became informally in densified urban structures, forming a new sub-urban center. The Professor. <strong>Annette Spiro</strong> with <strong>Udo Thoenissen</strong> is dedicated to establishing an official exchange program between the Faculty of Architecture of Sao Paulo (FAU-USP) and the Department of Architecture of the Swiss Federal Institute of Technology Zurich (ETH Zurich D-ARCH).<br />
<br />
What are the lessons from case studies in Brazil? Rather than impose a foreign territory as specific to the Brazilian city, the initiative of ETH has the support of institutions and agencies in Brazil, using the Brazilian context as a territory-test and an urban laboratory of sustainable models for the city of tomorrow.<br />
<br />
There will be a panel discussion with the following guests:<br />
<strong>Prof. Hubert Klumpner</strong>, ETH Z&uuml;rich<br />
<strong>Prof. Rainer Hehl</strong>, ETH Z&uuml;rich<br />
<strong>Theresa Williamson</strong>, NGOs Catalytic Communities<br />
<strong>Washington Fajardo</strong>, Assistant Secretary for Heritage,<br />
<strong>Pedro Rivera</strong>, Director of Studio-X Rio<br />
<br />
There will be simultaneous translation<br />
The exhibition runs until July 7<br />
<br />
--<br />
<br />
<strong>Studio-X Rio</strong><br />
Pra&ccedil;a Tiradentes, 48<br />
<br />
<em>Free and Open to Public</em><br />
<br />
--<br />
<br />
As favelas do Rio de Janeiro representam a natureza dual de transforma&ccedil;&atilde;o das condi&ccedil;&otilde;es urbanas contempor&acirc;neas. Mudando a perspectiva de um ambiente urbano marginalizado, exclu&iacute;do, para um importante fator de coes&atilde;o social e crescimento econ&ocirc;mico, a favela tem o potencial de ser considerada como o novo paradigma para um futuro urbano sustent&aacute;vel. Alta densidade populacional, ruas movimentadas, atividades micro-empreendedoras e fun&ccedil;&otilde;es multiuso s&atilde;o caracter&iacute;sticas exemplares das cidades informais que podem ser incorporadas &agrave;s abordagens de planejamento governamental.<br />
<br />
A ETH iniciou uma investiga&ccedil;&atilde;o sobre o potencial transformador dos ambientes informais em v&aacute;rios n&iacute;veis. A pesquisa conduzida pelo <strong>Prof. Christian Kerez</strong> &eacute; voltada para a morfologia das favelas, desvendando a manifesta&ccedil;&atilde;o espacial das ocupa&ccedil;&otilde;es informais. Sob o titulo Mobilize Brazil os cursos de mestrado e bacharelado lecionados pelos professores <strong>Hubert Klumpner</strong> e <strong>Alfredo Brillembourg</strong> investigam o sistema integrado de mobilidade favorecendo novas propostas com uma vis&atilde;o inclusiva da cidade. Sob a dire&ccedil;&atilde;o de <strong>Rainer Hehl</strong> o programa de Mestrado de Estudos Avan&ccedil;ados em Desenho Urbano (MAS Urban Design) selecionou o Brasil como alvo principal desde 2010. Em seus estudos recentes o programa MAS UD est&aacute; estudando a Cidade de Deus, onde assentamentos formais de habita&ccedil;&atilde;o popular transformaram-se informalmente em estruturas urbanas densificadas, formando um novo sub-centro urbano. A Profa. <strong>Annette Spiro</strong> com <strong>Udo Thoenissen</strong> se dedica a estabelecer um programa de interc&acirc;mbio oficial entre a Faculdade de Arquitetura de S&atilde;o Paulo (FAU-USP) e o Departamento de Arquitetura do Instituto Federal Su&iacute;&ccedil;o de Tecnologia Zurique (D-ARCH ETH Z&uuml;rich).<br />
<br />
Quais s&atilde;o as li&ccedil;&otilde;es dos estudos de caso brasileiro? Ao inv&eacute;s de impor uma vis&atilde;o estrangeira ao territ&oacute;rio t&atilde;o espec&iacute;fico da cidade brasileira, a iniciativa da ETH conta com a colabora&ccedil;&atilde;o de institui&ccedil;&otilde;es e ag&ecirc;ncias no Brasil, usando o contexto brasileiro como um territ&oacute;rio-teste e um laborat&oacute;rio urbano de modelos sustent&aacute;veis para a cidade do amanh&atilde;.<br />
<br />
Na ocasi&atilde;o haver&aacute; painel com os seguintes convidados:<br />
<strong>Prof. Hubert Klumpner</strong>, ETH Z&uuml;rich<br />
<strong>Prof. Rainer Hehl</strong>, ETH Z&uuml;rich<br />
<strong>Theresa Williamson</strong>, ONG Comunidades Catalisadores<br />
<strong>Washington Fajardo</strong>, Subsecret&aacute;rio de Patrim&ocirc;nio,<br />
<strong>Pedro Rivera</strong>, Diretor do Studio-X Rio<br />
<br />
Haver&aacute; tradu&ccedil;&atilde;o simult&acirc;nea<br />
A exposi&ccedil;&atilde;o fica em cartaz at&eacute; 07 de Julho",Rio De Janeiro,Studio-X Rio
Amale Andraos on 49 cities,Tuesday,26,June,2012,Arguments,Arguments,,New York,Wood Auditorium
Cidade de Deus,Monday,25,June,2012,Workshop,Studio-X,"with <strong>Rainer Hehl and Something Fantastic, ETH Zurich</strong>, and <strong>Comcat.org</strong><br />
<br />
--<br />
<br />
<strong>Studio-X Rio</strong><br />
Pra&ccedil;a Tiradentes, 48<br />
<br />
<em>Spaces limited, to register please email </em>studioxrio@columbia.edu<br />
<br />
<em>Vagas limitadas, para se inscrever favor enviar email para</em> studioxrio@columbia.edu",Rio De Janeiro,Studio-X Rio
Three replications of the German pavilion,Monday,25,June,2012,Replica,Replica Lecture Series,,New York,"Room 408, Avery Hall"
Mobility+ Closing,Thursday,21,June,2012,Mobility+,Studio-X,"In this event, we will have special guests who will speak of the importance of addressing mobility in the context of the Rio +20 Conference. The event will be attended by:<br />
<br />
<strong>Michael Replogle</strong>, Founder and Director of Global Policy ITDP<br />
<strong>Cornie Huizenga</strong>, Coordinator of the Network for Sustainable Transport Low Carbon (SLoCaT)<br />
<strong>Dr. Jan Clos</strong>, Director General of the UN Habitat<br />
<strong>Eduardo A. Vasconcellos</strong>, Technical Coordinator of the Observatory of Mobility in Brazil (ANTP) and Latin America (CAF)<br />
<strong>Bill Reilly</strong>, President of Council of Climate Works and ex-Director of the U.S. delegation to the Conference Eco 92<br />
<br />
The tent of the Ford Foundation in the Peoples&#39; Summit is next to the MAM<br />
<br />
<em>Free and Open to Public<br />
<br />
--</em><br />
<br />
Neste evento, teremos convidados especiais que falar&atilde;o da import&acirc;ncia de se tratar de mobilidade no contexto da Confer&ecirc;ncia Rio +20. O evento contar&aacute; com a presen&ccedil;a de:<br />
<br />
<strong>Michael Replogle</strong>, Fundador e Diretor de Pol&iacute;ticas Globais do ITDP<br />
<strong>Cornie Huizenga</strong>, Coordenador da Rede para o Transporte Sustent&aacute;vel de Baixo Carbono (SLoCaT)<br />
<strong>Dr. Jan Clos</strong>, Diretor Geral da ONU Habitat<br />
<strong>Eduardo A. Vasconcellos</strong>, Coordenador t&eacute;cnico dos Observat&oacute;rios de Mobilidade do Brasil (ANTP) e da Am&eacute;rica Latina (CAF)<br />
<strong>Bill Reilly</strong>, Presidente de Conselho da Climate Works e ex&shy;‐Diretor da delega&ccedil;&atilde;o americana para a Confer&ecirc;ncia Eco 92<br />
<br />
A tenda da Funda&ccedil;&atilde;o Ford na C&uacute;pula dos Povos fica ao lado do MAM<br />
<br />
Free and Open to Public",Rio De Janeiro,Cupula Dos Povos
Supernova,Thursday,21,June,2012,Exhibition,Studio-X,"The action of the graphite occurs in existing urban contexts, such as activating surfaces in the most neglected and forgotten by time, and acting on a previously established spatial geometry. But what if both geometry and graphite could appear simultaneously, influencing each other during the process of creation?<br />
<br />
The installation SUPERNOVA arises from the dynamic between geometry and graphite, increasing territory completely new to the team of employees involved. By means of manual and parametric creation, analog and digital design is the aim of reaching new imaginary space collaboratively and synergistically. During the four days of the 3rd Digital Circus Festival, SUPERNOVA serve as a platform for such research.<br />
<br />
SUPERNOVA is part of an ongoing project between the collective FAISCAS, whose mission is to enable collaborative intersections between art and architecture in Rio de Janeiro, and the carioca artist Smael, internationally recognized for his work born of the imagination of urban Rio.<br />
<br />
June 21-24<br />
<strong>Circo Voador</strong><br />
Rua dos Arcos, Lapa<br />
<br />
June 29-July 27, 2012<br />
<strong>Cine Santa Gallery</strong><br />
Santa Teresa, Rio de Janeiro<br />
<br />
--<br />
<br />
A a&ccedil;&atilde;o do grafite ocorre em contextos urbanos existentes, como ativador de superf&iacute;cies na maioria negligenciadas e esquecidas pelo tempo, e agindo sobre&nbsp; uma geometria espacial previamente estabelecida. Mas o que aconteceria se ambos, geometria e grafite, pudessem surgir simultaneamente, influenciando um ao outro durante o seu processo de cria&ccedil;&atilde;o?<br />
<br />
A instala&ccedil;&atilde;o SUPERNOVA surge do encontro din&acirc;mico entre a geometria e o grafite, potencializando territ&oacute;rios completamente novos para a equipe de colaboradores envolvidos. Atrav&eacute;s dos meios de cria&ccedil;&atilde;o manual e param&eacute;trica, digital e anal&oacute;gica, o intuito do projeto &eacute; de alcan&ccedil;ar novos imagin&aacute;rios espaciais de forma colaborativa e sinerg&eacute;tica. Durante os quatro dias do 3&ordm; Festival Circo Digital, SUPERNOVA servir&aacute; como plataforma para tais investiga&ccedil;&otilde;es.<br />
<br />
SUPERNOVA faz parte de um projeto em andamento entre o coletivo FAISCAS, que tem como miss&atilde;o ativar interse&ccedil;&otilde;es colaborativas entre arte e arquitetura no Rio de Janeiro; e o artista carioca Smael, reconhecido internacionalmente pelo seu trabalho nascido da imagina&ccedil;&atilde;o urbana do Rio.<br />
<br />
June 21-24<br />
<strong>Circo Voador</strong><br />
Rua dos Arcos, Lapa<br />
<br />
June 29-July 27, 2012<br />
<strong>Cine Santa Gallery</strong><br />
Santa Teresa, Rio de Janeiro",Rio De Janeiro,Circo Voador
Mobility+ week 3,Tuesday,19,June,2012,Mobility+,Studio-X,"After two weeks of full house, the last round of Mobility+ takes place on Tuesday June 19. Do not miss it!<br />
<br />
<u>Mobility + Citizenship</u><br />
<strong>Argus Caruso</strong><br />
Argus Caruso is an architect and has worked in Brazil, Spain and Belgium. Between 2001 and 2005 he did a world tour by bicycle with the project &quot;Educating and Pedaling&quot;, where he photographed and wrote about the history and geography of the 28 countries that he went through. Back in Brazil, he visited over 200 schools with the project and had ​​photographic exhibitions in Peru, France and several Brazilian cities. In 2010 he developed a bicycle sailing and traveled around the North of Brazil visiting schools and promoting races where he taught students to create their own bikes sailing. Currently working with architecture and construction in Rio de Janeiro and his masters at PUC-Rio on the theme &quot;Low-Impact Building.&quot;<br />
<br />
<u>Mobility + Media</u><br />
<strong>Andr&eacute;</strong><strong>&nbsp;Dessandes</strong><br />
With 20 years in the advertising market, Andr&eacute; Dessandes is Editor and Creative Director of Planning and Returns - branding and creative agency focused on sustainability. Currently developing the campaign &quot;I&#39;m A City Changer&quot; for UN-Habitat in Brazil. Andr&eacute; is also an award-winning columnist and has also won Top Marketing and Best Marketing awards.<br />
<br />
<u>Mobility + Time</u><br />
<strong>Wagner Colombini</strong><br />
Wagner Colombini Martins is a consultant specializing in project management and coordination of logistics and transport. He has over 25 years of experience with participation in various projects in the public passenger in Brazil and abroad, and in the private, carrying out studies of demand for freight transportation, marketing and operational strategies for transport companies. Completed several projects for Bus Rapid Transit (BRT), including for the FIFA World Cup 2010 in Johannesburg, South Africa<br />
<br />
<u>Mobility + Water</u><br />
<strong>Bonnie Harken</strong><br />
Bonnie Harken is President of Nautilus International Development Consulting, Inc. in New York, which advises government agencies and private companies around the world on the planning and implementation of efficient and sustainable urban development. Bonnie is an internationally recognized expert in the sustainable revitalization of areas on the coast (waterfront) and central (downtown), who grew up in Asia and Brazil and has a Masters in Architecture at Columbia University. The Nautilus is currently consulting for the Conseil Mondial de L&#39;Eau on the role of water resources for &quot;green growth&quot; and helped develop an international policy framework for discussion at the Rio +20.<br />
<br />
--<br />
<br />
<strong>Studio-X Rio</strong><br />
Pra&ccedil;a Tiradentes, 48<br />
<br />
<em>Free and Open to Public</em>",Rio De Janeiro,Studio-X Rio
Terence Riley,Tuesday,19,June,2012,Arguments,Arguments,,New York,Wood Auditorium
Geni Genius Loci & Locus,Tuesday,19,June,2012,Exhibition,Studio-X,"Exhibition on the GSAPP workshop in Bragan&ccedil;a, in the Amazon, where students worked with the local community in building a library using local techniques.<br />
<br />
On display June 19-22.<br />
<br />
<strong>Studio-X Rio</strong><br />
Pra&ccedil;a Tiradentes, 48<br />
<br />
<em>Free and Open to Public</em><br />
<br />
--<br />
<br />
Exposi&ccedil;&atilde;o sobre workshop da&nbsp; GSAPP Columbia University em Bragan&ccedil;a, na Amaz&ocirc;nia, quando os alunos colaboraram com a comunidade local na constru&ccedil;&atilde;o de de uma biblioteco a partir das t&eacute;cnicas locais. At&eacute; sexta.<br />
<br />
<strong>Studio-X Rio</strong><br />
Pra&ccedil;a Tiradentes, 48<br />
<br />
<em>Free and Open to Public</em>",Rio De Janeiro,Studio-X Rio
Sample Space by Daniel Perlin,Monday,18,June,2012,Replica,Replica Lecture Series,,New York,Room Buell 300 South
HHD_Fun’s Homework: Practice on Architecture,Saturday,16,June,2012,[object Object],Studio-X,"As the Beijing Branch of HHDesign, HHD_FUN is a design and research studio, with interests in bringing knowledge from various fields outside of architecture and experimenting these means into the design of architecture. The computational techniques, geometric principles and algorithms are one portion of their approaches as the means in architecture generation.<br />
<br />
Studio X is pleased to invite its principal <strong>Wang Zhenfei</strong> to present HHD_FUN&rsquo;s projects to the public. At the same time, a solo exhibition will be shown at X&rsquo;s gallery. For more information, please add Studio X&rsquo;s Weibo.<br />
<br />
<em>Chinese Only</em><br />
<br />
--<br />
<br />
交作业：HHD_FUN的建筑实践<br />
<br />
作为华汇设计的北京分部，HHD_FUN是一个以设计与研究为内容的建筑事务所，目前致力于多领域、跨学科的建筑实践。这包括数学，几何学， 算法技术，建筑信息模型，人工智能学等，都成为华汇设计建筑师们涉猎的领域。这次Studio X有幸邀请其主持建筑师王振飞先生为大家分享华汇设计的建筑项目的实践经验。同时，还将有一个建筑小展在X空间进行。更多信息请加Studio X的微博：哥大北京建筑中心。仅限中文。<br />
<br />
--<br />
<br />
18:00 Exhibit Opening: HHD_FUN&rsquo;s Homework: Practice on Architecture<br />
周六，6月16日，16:00&nbsp; 王振飞的讲座<br />
18:00&nbsp; 展览开幕&nbsp; 交作业：HHD_FUN的建筑实践<br />
<br />
<strong>Studio-X Beijing</strong><br />
A103, 46 Fangjia Hutong, Andingmen Inner Street, Dongcheng District, Beijing<br />
<br />
<em>Free and Open to Public</em><br />
<br />
地址：北京市东城区安定门内大街方家胡同46号A103<br />
微博：哥大北京建筑中心<br />
电话/Tel： +86 10 64018208",Beijing,Studio-X Beijing
Collecting Architecture Territories Exhibition GSAPP Alumni Preview,Thursday,14,June,2012,Preview,Alumni,"Dean Mark Wigley and professors Mark Wasiuta and Craig Buckley lead a private preview of the Collecting Architectures: Territories Exhibition at the DESTE Foundation, Athens.<br />
<br />
Collecting Architectures: Territories presents research produced by twin studio and seminar courses held at GSAPP that have reflected on this relationship, proposing the notion of &quot;collecting architecture&quot;, considering architecture both as an agent that organizes, supports, and informs various contemporary collecting practices, and as an object of collection in its own right.<br />
<br />
Read the press release <a href=""http://www.arch.columbia.edu/files/gsapp/imceshared/tct2003/DESTE-GSAPP_Project_Announcement.pdf"" target=""_blank"">here</a>.",Other Europe,"Deste Foundation Athens, Greece"
The Senior Moment,Wednesday,13,June,2012,Symposium,Studio-X,"Please join the <a href=""http://c-lab.columbia.edu/"">Columbia Lab for Architectural Broadcasting (C-LAB)</a> at Studio-X from 5:45 &ndash; 9pm on Wednesday 13 June for an evening event on aging and New York City.<br />
<br />
Continuing the work begun in issue 27 of Volume magazine, &lsquo;<a href=""http://volumeproject.org/blog/2011/04/12/volume-27/"">Aging: Fight or Accept</a>&rsquo; and more recently, with the C-Lab-certified issue 29, &lsquo;<a href=""http://c-lab.columbia.edu/0211.html"">The Urban Conspiracy</a>&rsquo;, this symposium engages experts from multiple disciplines who are actively shaping the future of aging in cities. From housing and environmental design to emerging technologies and social networks that foster aging-in-place, The Senior Moment will both survey and challenge received notions about the aging population and the aging built fabric of New York. The presentations and discussion will be followed by a reception. The event is free and open to the public.<br />
<br />
Participants include:<br />
<br />
<strong>Linda Fried</strong>, Dean, Columbia Mailman School of Public Health<br />
<strong>Elyzabeth Gaumer</strong>, Director of Housing Policy Research and Evaluation, NYCHPD<br />
<strong>Aubrey de Grey</strong>, Founder and Chief Science Officer, SENS Foundation<br />
<strong>Jeffrey Inaba</strong>, Director, C-Lab<br />
<strong>Stephen Johnston</strong>, Founder, Aging 2.0<br />
<strong>Thomas Kamber</strong>, Executive Director, OATS<br />
<strong>Jesse Mintz-Roth</strong>, Senior Project Manager, NYCDOT<br />
<strong>Caryn Resnick</strong>, Deputy Commissioner, External Affairs, NYCDFTA<br />
<strong>Richard Rosen</strong>, Principal, Perkins Eastman, Co-Chair, AIA Design for Aging Committee<br />
<strong>Jeffrey Rosenfeld</strong>, Gerontologist and Professor of Design, Parsons The New School for Design<br />
<strong>Georgeen Theodore</strong>, Principal, Interboro Partners<br />
<br />
--<br />
<br />
5:45pm - 9:00pm<br />
<br />
<strong>Studio-X NYC</strong><br />
180 Varick Street, suite 1610<br />
<br />
<em>Free and Open to Public</em>",New York,Studio-X NYC
Mobility+ week 2,Tuesday,12,June,2012,Mobility+,Studio-X,"<strong>SECOND WEEK OF MOBILITY+</strong><br />
The second round of the Mobility+ will bring the topics Culture, Garbage, Youth and Informality to an engaged discussion on how urban mobility permeates most aspects of everyday life. Don&rsquo;t miss it!<br />
<br />
<strong><strong>Mobility+</strong>&nbsp;CULTURE<br />
Alberto Foyo</strong><br />
Professor at the GSAPP Columbia University, Alberto Foyo studied architecture in Madrid, Spain, and the University of Oregon, USA. He collaborated with the Austrian architect Dr. Roland Rainer developing low rise-high density residential enclaves and later opened his practice in NYC. His projects include residential developments in Spain and Florida, a master plan for Kiev, an agroforestry &amp; permaculture center in the Amazon basin and residences in the New York region. He is involved as professor, guest critic, and lecturer in Europe, China, and America. He also teaches at the School of Architecture, City College, New York.<br />
<br />
<strong>Mobility+ GARBAGE<br />
Cristina Mendon&ccedil;a</strong><br />
Cristina Mendon&ccedil;a is Director for C40 in Rio de Janeiro, in partnership with the Clinton Climate Initiative. Chemical engineer specialized in industrial development by COPPE UFRJ, has extensive experience in the energy sector. Cristina is primarily involved with the City of Rio and many local organizations - private and/or non-governmental - providing technical support to the City&#39;s commitment to climate change in urban areas on the topics of public light fittings, transportation systems, waste management and sustainable urban development.<br />
<br />
<strong>Mobility+ YOUTH<br />
Marcus Vin&iacute;cius Faustini</strong><br />
Marcus Vinicius Faustini is a filmmaker, writer and theater director. He founded Project Reperiferia, the Free School of Theatre in the West Zone of Rio, the Nova Igua&ccedil;u Free School of Film and the Free School of the Words in Lapa. He was Secretary of Culture of Nova Igua&ccedil;u and Special Advisor for Culture and the Territory of the State Secretariat of Human Rights and Superintendent of Culture and Society. He currently coordinates the Agency Network for the Youth and wrote the book Periphery Affective Guide.<br />
<br />
<strong>Mobility+ URBAN INFORMALITY<br />
Pedro Rivera</strong><br />
Architect and Master in Urban Design at PROURB UFRJ, Pedro Rivera is the director of Studio-X Rio, partner at the RUA Arquitetos and professor at PUC-Rio. He has taught workshops in Rio de Janeiro, S&atilde;o Paulo and Lisbon, and was a guest speaker and evaluator at the universities of Columbia, Princeton and ETH Zurich. His office was recently selected by AU magazine as one of the 25 most outstanding young practices in Brazil (2010). Among his projects are the Ver-o-Peso Complex requalification (Bel&eacute;m, 2000), the Favelit&eacute; exhibition (Paris, 2005) and Progetti contemporary art gallery (Rio de Janeiro, 2007).<br />
<br />
Mobility+ is brought you by ITDP Brazil and Studio-X Rio, in partnership with C40 Rio de Janeiro, Sustainable Low-Carbon Transport Network (SLoCaT), Transporte Ativo and UN Habitat, resulting in a consortium of some of the major global players in transport and sustainable urban development. ",Rio De Janeiro,Studio-X Rio
Reinhold Martin on Foreclosed,Tuesday,12,June,2012,Arguments,Arguments,"<br />
",New York,Wood Auditorium
CURE. & Crains New York: Seizing the Moment Real Estate Conference ,Tuesday,12,June,2012,Panel,CURE,"Join CURE&#39;s and Crain&rsquo;s New York Business for its <u><strong>Real Estate Conference: Seizing the Moment</strong></u>. As the economic recovery sputters, there&rsquo;s every sign the market is digging in for a long haul. Looking on the bright side, it also means New York has become more competitive. So where can investors, developers and landlords find growth and opportunity? And just how affordable has New York become?<br />
<br />
Agenda<br />
8:00 &ndash; 8:30am<br />
Registration and Networking Breakfast<br />
<br />
8:30am &ndash; 8:35am<br />
Opening Remarks, Vishaan Chakrabari, CURE. (The Irene Diamond Stage)<br />
<br />
8:35 &ndash; 9:00am<br />
Keynote Address<br />
David Skorton, President, Cornell University<br />
<br />
9:10 &ndash; 9:55am<br />
Breakout Panel Sessions<br />
- Pockets of Strength<br />
- New Money Trail<br />
<br />
9:55 &ndash; 10:20am<br />
Networking Coffee Break<br />
<br />
10:20 &ndash; 11:05am<br />
Breakout Panel Sessions<br />
- Over the Horizon<br />
- Residential Puzzle<br />
<br />
11:10 &ndash; 11:55am<br />
Plenary: Big Projects Revealed<br />
<br />
11:55 &ndash; 12:00pm<br />
Closing Remarks<br />
<br />
Plenary: Big Projects Revealed<br />
The developers reveal all on some of the city&rsquo;s biggest projects, from the nuts and bolts of financing in a capital-constrained environment, to how they adapted their plans for a chillier marketplace and what challenges they still face.<br />
<br />
Panelists:<br />
Jay Cross, Related Hudson Yards, President<br />
MaryAnne Gilmartin, Executive Vice President and Director of Commercial &amp; Residential Development, Forest City Ratner Companies<br />
Janno Lieber, Silverstein Properties, President, World Trade Center Properties, LLC<br />
William Rudin, Rudin Management Company, Inc., Vice Chairman and CEO<br />
<br />
Breakout Panels<br />
<br />
Pockets of Strength<br />
Midtown south, Hudson Square, the Plaza district and DUMBO are all performing well as the city&rsquo;s economy takes a turn towards more creative and tech-driven firms. Meanwhile, new hotels are sprouting all over town, the city&rsquo;s academic institutions are building up a storm, and preparations are underway for a new tech campus. So who is driving all this activity, how sustainable will it be, and how does it compare with past periods in terms of location to pricing and everything in between.<br />
<br />
Panelists:<br />
Jason Pizer, President, Trinity Real Estate<br />
Mary Ann Tighe, New York Tri-State Region, CBRE, Inc.<br />
Ian Schrager, Ian Schrager Company, Founder and Chairman<br />
Joe Sitt, CEO, Thor Equities; Chairman and Managing Principal Thor Urban Property Fund<br />
Jed Walentas, Two Trees Management Co., Principal<br />
<br />
The New Money Trail<br />
The people who are really making the calls on what gets built in New York City are the financiers. With the mortgage-backed securities market still dead in the water, banks and insurers hold the purse strings. What does it take to succeed in the new real estate ecosystem?<br />
<br />
Panelists:<br />
Nicholas Bienstock, Managing Partner, Savanna<br />
Alicia Glen, Managing Director, Goldman Sachs Urban Investment Group<br />
Scott Rechler, Chairman &amp; CEO, RXR Realty LLC<br />
Jeffrey Temple, Partner, Morrison Foerster<br />
<br />
Over the Horizon<br />
Should owners of Manhattan&rsquo;s over-60 crowd rehab and green their aging buildings, or should they tear them down and start again? It&rsquo;s generally far cheaper to renovate than rip down and rebuild, but there can also be a long term cost to the city if it hangs on to its old stock. What should landlords do with their Manhattan properties of that vintage?<br />
<br />
Panelists:<br />
David W. Levinson, Chairman &amp; CEO, L&amp;L Holding Company, LLC<br />
Anthony Malkin, President, Malkin Securities<br />
Michael Phillips, COO, JAMESTOWN<br />
Robert Tierney, NYC Landmarks Preservation Commission, Chairman<br />
<br />
The Residential Puzzle<br />
<br />
Today&rsquo;s market is a post-boom classic: Much of the development we&rsquo;ve seen has been of affordable housing while the rental market is going great guns as more people shun ownership for fear the market has further to fall. But now there are signs the balance could be tilting again. A surprising number of very high-end condo developments have started up and in some cases begun to sell out. Meanwhile, rising rents threaten to shift the affordability equation back in favor of ownership.<br />
<br />
Panelists:<br />
Ron Moelis, L+M Development Partners Inc., CEO &amp; Chairman<br />
Abby Hamlin, President, Hamlin Ventures, LLC<br />
Damon Pazzaglini, Durst Fetner Residential, COO<br />
Mathew Wambua, Commissioner, NYC Department of Housing Preservation &amp; Development<br />
<br />
__________________________________<br />
Curated and Produced by Jesse M. Keenan (CURE.), Vishaan Chakrabari (CURE.) and Crain&#39;s New York. ",New York,Signature Theatre
Curatorial Reanimations,Monday,11,June,2012,Replica,Replica Lecture Series,<strong>Cristina Goberna</strong> and <strong>Urtzi Grau</strong>&#39;s Replica Studio presents the first installment of the Replica Lecture Series.&nbsp;,New York,"Room 408, Avery Hall"
