title,day,date,month,year,event_type,series,body,city,venue
STUDIO-X RIO 2 YEARS,Friday,15,March,2013,Celebration,Studio-X,On March 15th 2011 Studio-X Rio was launched by Dean Wigley.&nbsp;Now is time two years of intense activities.,Rio De Janeiro,Studio-X Rio
NEW ARCHITECTURE FROM RIO (NEW CARIOCA ARCHITECTURE),Thursday,14,March,2013,Lecture,Studio-X,"Opening this series we will celebrate the two most recent and exciting projects in the city, MAR (Art Museum of Rio) and the Humanities Pavilion (Rio +20), with the architects Carla Jua&ccedil;aba and Bernardo Jacobsen. Rounding out the evening Guilherme Lassance and Pedro Varella, have cast a fresh look at the architecture of the city through their Metropolitan River guide book.",Rio De Janeiro,Studio-X Rio
RIO METROPOLITANO,Thursday,14,March,2013,Book Launch,Studio-X,"How to convey the intelligence of the spatial structure beyond its unresolved appearance? Will we be the forever hostages of a purely visual consumption of photogenic design references that are unfit and inert to the frantic everyday of our cities? The analysis presented in this guide-book dedicated to Rio de Janeiro aims to transcend the superficial and external appearance to which we usually limit our perception and understanding of the architectures around us, in order to show how they actually &#39;behave&#39; in our city.<br />
<br />
With the title &#39;Metropolitan Rio: guide for an architecture&#39;, not only do we claim such a condition for our city, but we also advocate an attitude of design that is aware of the urgent need to recognize, understand, value and produce architecture as something capable of taking advantage of this condition in order to increase its potential. This guide differs therefore from the simple collection of references we would consider exemplary of such a performance. Its ambition is to constitute a sort of manual to interact with the built reality in which we are utterly inserted, enabling us to effectively design it.",Rio De Janeiro,Studio-X Rio
X-Talk: Dialogue Architecture,Wednesday,13,March,2013,X-Talk,Studio-X,"<div>
	<span style=""font-size: 12px;""><strong>X-Talk: Dialogue Architecture</strong></span><br />
	<span style=""font-size: 12px;"">Studio-X Beijing invites Spanish architect Juan Herreros, to present lecture focusing on topic of &ldquo;Dialogue Architecture&rdquo;.<br />
	<br />
	Juan Herreros is a PhD Architect, Chair Professor and Director of the Thesis Program at the Madrid School of Architecture, as well as Professor in Practice at Columbia University (New York). He has previously taught at EPFL (Lausanne), Architectural Association (London), SOA at Princeton and ITT in Chicago. Through his office Herreros Arquitectos (www.herrerosarquitectos.com) he pursues his practice, teaching and research activity. He has received the RIBA International Fellowship, the 2009 AD Architecture Award and was nominated for the 2010 Medal from the American Academy of Arts and Letters.</span><br />
	<br />
	<span style=""font-size: 12px;""><strong>X-Talk系列讲座：对话建筑</strong></span><br />
	<span style=""font-size:12px;"">Studio-X （哥大北京建筑中心）本次邀请西班牙著名建筑师Juan Herreros为大家带来X-Talk系列主题讲座&ldquo;对话建筑&rdquo;。Juan Herreros，建筑学博士，马德里建筑学院Thesis Program首席教授和主任，也是哥伦比亚大学客座教授。曾任教于瑞士洛桑理工大学、伦敦AA建筑学院。Juan Herreros在西班牙创办了自己的工作室Herreros Arquitectos (www.herrerosarquitectos.com)。曾赢得英国皇家建筑师协会国际奖（RIBA），2009年AD建筑奖，2010年美国艺术文学院奖章提名。<br />
	欢迎大家参加。</span></div>
",Beijing,Studio-X Beijing
DESIGNING ART SPACES II ,Wednesday,13,March,2013,Lecture,Studio-X,"For the edition on Inhotim we have invited Arquitetos Associados (MG), Rizoma (MG) and Tryptique Architecture (SP), all of whom have designed and built projects for this remarkable initiative dedicated to contemporary art in the country.",Rio De Janeiro,Studio-X Rio
Lost Highway,Tuesday,12,March,2013,Photographic,Exhibitions,"There is only one night, there is only one city, there is only one road.<br />
<br />
Along the Highway, the night is passing by. Insomniac and fragile. Made invisible by the metal&nbsp;shell and the speed of my vehicle, I invite myself where I have not been invited.<br />
Protected by the discretion of the night, I surprised in a flash moment these people inside their&nbsp;home. I dine at their table, I watch their TV, I sleep in their bed. Suddenly, their intimacy so rare and&nbsp;precious is simply offered to me. As a silent invitation, I am with the Other.<br />
I watch my intimate Anonymous. They are much more than the story that contains them. They are&nbsp;these millions of solitudes which forms the heart of the cities.<br />
In Tokyo or Cairo, in Sao Paulo or Hong Kong, Bombay or Calcutta, I begin a dialogue, in the heart&nbsp;of the night. As in a ring, I get up on this Highway, to seize these samples of life.<br />
These photographs, in black and white, taken on the fly, from the flyover which crosses the city.Against the lazy night, in suspense, a multitude of lighted windows, like so many promises. They&nbsp;reveal micro worlds: simple or overloaded, overflowing or solitary, this &ldquo;je ne sais quoi&rdquo; I am&nbsp;looking for along the highways.<br />
Lost Highway tells this part common to all great cities, where borders no longer exists. Families are&nbsp;of the same love, loneliness of the same muted violence, wait of the same slowness: all same sighs&nbsp;of a universal language.<br />
<br />
There is only one night, there is only one city, there is only one road.",Mumbai,Studio-X Mumbai
x-WEEK 2013: Complete Program,Tuesday,12,March,2013,x-WEEK,Studio-X,"<h3>
	<br />
	MARCH 12TH, TUESDAY</h3>
6PM X-WEEK LAUNCH<br />
<strong>TRIPLE EXHIBITION OPENING</strong><br />
Studio-X Rio opens three exhibitions at once, plus MINIATURE, from Ciro Miguel and Bruna Canepa, which occupies the ground floor since the beginning of the month.<br />
<br />
<em>THINKING RIO</em><br />
The exhibition Thinking Rio brings together fragments of the work of students at Columbia University who had the city of Rio de Janeiro as their focus of investigation.<br />
<br />
<em>LISTENING THERE: SCENES FROM GHANA</em><br />
During colonial times, architects of different nationalities in Ghana produced what became known as Tropical Modernism. The exhibition is the result of a trip in 2008 in which these buildings were revisited, to see how they work in their current context, increasingly urban and global.<br />
<br />
<em>PEOPLE BUILDING BETTER PLACES</em><br />
How can people participate in the decisions about their towns?<br />
People Building Better Cities is dedicated to participatory urban processes, through new forms of education and practice, as a way to help create more inclusive cities.<br />
<h3>
	<br />
	<br />
	MARCH 13TH, WEDNESDAY</h3>
7PM LECTURE<br />
<strong>DESIGNING ART SPACES II<br />
INHOTIM&rsquo;S ARCHITECTURE</strong><br />
For the edition on Inhotim we have invited Arquitetos Associados (MG), Rizoma (MG) and Tryptique Architecture (SP), all of whom have designed and built projects for this remarkable initiative dedicated to contemporary art in the country.<br />
<br />
<br />
<h3>
	MARCH 14TH, THURSDAY</h3>
6PM BOOK LAUNCH<br />
<strong>RIO METROPOLITANO</strong><br />
A professor and former students of FAU UFRJ discuss the architecture of the city through metropolitan performance indexes.<br />
<br />
7PM &nbsp;LECTURE<br />
<strong>NEW ARCHITECTURE FROM RIO (NEW CARIOCA ARCHITECTURE)</strong><br />
Three lectures inaugurate the series New Carioca Architecture, which throughout 2013 will reveal both the vision and the work of young architects in the city of Rio de Janeiro. Opening this series we will celebrate the two most recent and exciting projects in the city, MAR (Art Museum of Rio) and the Humanities Pavilion (Rio +20), with the architects Carla Jua&ccedil;aba and Bernardo Jacobsen. Rounding out the evening Guilherme Lassance and Pedro Varella, have cast a fresh look at the architecture of the city through their Metropolitan River guide book.<br />
<br />
<h3>
	<br />
	<strong>MARCH 15TH, FRIDAY</strong></h3>
7PM ROUND TABLE<br />
<strong>DIGITAL RIO: The Space In-Between&hellip; Data, Culture, and Space<br />
Digital Rio is a series of Studio-X dedicated to discuss the relationship between digital technologies and cities. </strong><br />
With:<br />
Bruno Vianna, FILM-MAKER / DIGITAL ARTIST, BR<br />
Carson Smuts, STUDIO NU / GSAPP, USA<br />
David Benjamin, THE LIVING / GSAPP, EUSA<br />
Leonardo Eloi, MEU RIO, BR<br />
Mabel Wilson, DIRECTOR ADVANCED ARCHITECTURAL RESEARCH, GSAPP, USA<br />
Mario Gooden, CO-DIRECTOR GLOBAL AFRICA LAB, GSAPP, USA<br />
Keith Kaseman and Raul Corr&ecirc;a-Smith, FA&Iacute;SCAS / BR, USA<br />
<br />
9PM COCKTAIL<br />
<strong>JOIN US TO CELEBRATE TWO YEARS OF STUDIO-X!</strong><br />
<br />
<br />
<h3>
	MARCH 16TH, SATURDAY</h3>
<p>6PM DVD LAUNCH<br />
	<strong>OPAVIVAR&Aacute;</strong><br />
	In 2012 the artists collective Opavivar&aacute; held a month-long series of activities at Tiradentes Square and used Studio-X Rio as a base of operations. The DVD documents their activities.</p>
<br />
<br />
",Rio De Janeiro,Studio-X Rio
THINKING RIO,Tuesday,12,March,2013,[object Object],Studio-X,"The exhibition Thinking Rio brings together fragments of the work of students at Columbia University who had the city of Rio de Janeiro as their focus of investigation.&nbsp; In total, four studios are represented here, from the Graduate School of Architecture, Planning and Preservation (GSAPP) as well as Barnard and Columbia College.&nbsp;<br />
<br />
The Port, under a process of urban re-birth, was the site of a study on the opportunities and challenges for inclusive housing (Urban Planning Studio, GSAPP, professor Clara Iraz&aacute;bal) and of proposals for large scale multi programmatic buildings in the area (Advanced Architecture Studio VI, GSAPP, professors Juan Herreros and Urtzi Grau).&nbsp; At the heart of downtown Rio, alternatives for a new paradigm of a &#39;super&#39; hospital were tested under different urban conditions (Advanced Architecture Studio VI, GSAPP, professors Eric Bunge and Mimi Hoang).&nbsp; Tiradentes Square and its surrounding fabric (Architectural Design III, Barnard e Columbia College, professor Karen Fairbanks)&nbsp; was the site chosen for proposals addressing the ways in which the complexity of natural resources in the city can be made evident though architecture.&nbsp; Lastly, a group from Urban Design elaborated proposals for the lively Madureira neighborhood in the North Zone of Rio, within a comparative case study also addressing the neighborhood surrounding Itaquer&atilde;o Stadium, under construction for the World Cup in S&atilde;o Paulo and the city of Kumasi, Ghana (Urban Design Studio, director Richard Plunz and professors).",Rio De Janeiro,Studio-X Rio
LISTENING THERE: SCENES FROM GHANA,Tuesday,12,March,2013,Exhibition Opening,Studio-X,"Two years ago we traveled through Ghana to document the architecture that had been erected over a thirty-year period, beginning in the late 1940s, when colonial rule was ending. These mid-century buildings were mostly modernist, designed by architects from Australia, the United Kingdom, the United States, Lebanon, Italy and Ghana; they had been reviewed in contemporary architectural publications, as part of a lively debate on what became known as &ldquo;tropical modernism.&rdquo; Until recently, their legacy had all but disappeared from the historical canon; and with their absence we have failed to understand how critical the African continent was to the discourse of modernism. Our trip was motivated by a desire to see how these buildings had fared in the half century since their construction, and to consider how they function in today&rsquo;s increasingly urban and global contexts.<br />
<br />
As agents of the British colonial regime and then as builders for the new Ghanaian state, the architects of these modernist schools, campuses, private homes and government offices believed that new techniques &mdash; advanced construction methods, innovative forms, and ongoing research into climate-responsive design &mdash; could solve the problems of living in &ldquo;tropical regions.&rdquo; Universalism may have been a central tenet of modernism; but its tropical variant diverged from this principle &mdash; it responded to particular local conditions. The local climate drove site strategies that harnessed shade and breezes. Screen walls and brise-soleils, along with rooftop verandahs and deep overhangs, some adapted from local building types, were incorporated to alleviate the heat and correspond to local aesthetics.<br />
<br />
Today, Ghana&rsquo;s modernist architectural icons now sit within fields of hermetically sealed air-conditioned towers skinned in reflective glass. And while tropical modernism may have promised a better world, the rich and poor have continued to occupy separate worlds &mdash; worlds nonetheless interdependent. In between the commercial and governmental districts, like an unstoppable flow, seep the metal roofs of slums housing the millions who&rsquo;ve journeyed from country to city seeking work. At every corner, cities are peppered with cellular communication networks and with brightly colored kiosks vending phone cards. Meanwhile on the coastal edges, unmistakable in their scale, historical slave forts are now destinations for tourist groups, particularly African-American groups, returning to reconnect to their &ldquo;African roots.&rdquo;<br />
<br />
The contributions of the Tropical Modern School, while in some respects na&iuml;ve to the harsh realities of nation building, are worthy of reconsideration for both their formal and social engagement. The question of how architecture and architects negotiate the turbulence caused by constant shifts in the balance of power around the world is an open one. To be sure, as we move around the globe we will come across many things that will not be translatable or easily comprehendible. In listening there, we recognize both the promises and challenges of navigating across cultural difference and the need to cultivate new ways to look and to listen.<br />
<br />
SideProjectx is a collaboration between Mabel O. Wilson and Peter Tolkin. SideProjectx recently curated &ldquo;Warfront/Homefront&rdquo; from the digital collection of Chicago&#39;s Museum of Contemporary Photography (www.mocp.org)&nbsp; (MoCP). Their photo essay &ldquo;Catfish and Coltrane&rdquo; appears in the collection The Architecture of the Everyday.<br />
<br />
Mabel O. Wilson navigates her transdisciplinary practice Studio AND between the fields of architecture, art, and cultural history. As the Nancy and George E. Rupp Professor, she teaches&nbsp; at Columbia University&rsquo;s GSAPP where she also directs the graduate program in Advanced Architectural Research and co-directs Global Africa Lab. She recently authored Negro Building&ndash;Black Americans in the World of Fairs and Museums (University of California Press 2012).<br />
<br />
Architect and photographer Peter Tolkin runs a multidisciplinary practice that translates his clients&rsquo; stories into engaging and relevant works of architecture. His work has received numerous design awards and has been published in The New York Times, Architectural Record, Domus, Dwell, Abitare and Frame; in 2002 Architectural Record named him one of ten emerging international architects. Peter&rsquo;s photographic work, which includes the projects &ldquo;Airline Food,&rdquo; &ldquo;Wexner&rsquo;s Center,&rdquo; and the soon to be released book &ldquo;The Barefoot of the Dwell,&rdquo; has been exhibited and published widely.",Rio De Janeiro,Studio-X Rio
PEOPLE BUILDING BETTER PLACES,Tuesday,12,March,2013,Exhibition Opening,Studio-X,"A traveling exhibition by Global Studio and the Center for Sustainable Urban Development in the Earth institute at Columbia University, New York. During 2013 the exhibition is traveling in Thailand, Brazil, Australia, South Africa, Kenya, India, Bangladesh, China and the USA.<br />
<br />
If cities are to be Resilient, Equitable, Inclusive, Smart and Sustainable (REISS), people must be part of the conversation. New forms of education and practice can help create the REISS city. People Building Better Cities wants to provoke a dialogue on participation and Inclusive urbanization.",Rio De Janeiro,Studio-X Rio
Governing the 21st Century,Tuesday,12,March,2013,LiPS,LiPS,"<div>
	One of the greatest challenges nations face in the 21st century is developing sustainable economies for their increasingly growing urban populations. What are the linkages between urban governance structures and an economically successful democratic city? It is important to understand the institutional political causes of urban economic decline, the unique fiscal and legal constraints on city governments as well as the opportunities that only cities offer for democratic participation and sustainable economic growth.</div>
<br />
Esther Fuchs is is Professor of Public Affairs and Political Science and Director of the Urban and Social Policy Program at Columbia University&rsquo;s School of International and Public Affairs. She served as Special Advisor to the Mayor for Governance and Strategic Planning under New York City Mayor Michael R. Bloomberg from 2001 to 2005.",New York,"Room 114, Avery Hall"
OPENING: China Newsroom: Chinese Architecture Magazine Week 2013 I PARTY for Columbia visiting Studios,Monday,11,March,2013,Opening,Studio-X,"<div>
	<span style=""font-size: 12px;""><strong>OPENING: China Newsroom: Chinese Architecture Magazine Week 2013<br />
	Adviser: HUNG Juzheng&nbsp; Curator: PU Hong<br />
	PARTY for Columbia visiting Studios</strong><br />
	<br />
	Studio-X Beijing, in collaboration with Columbia Global Centers｜East Asia, invites you to attend the opening of China Newsroom: China Architecture Magazine Week 2013, and to join fellow alumni, students, and special guests for an exclusive party to meet with four faculty members from Columbia university&#39;s Graduate School of Architecture, Planning and Preservation (GSAPP): Jeffrey Johnson, Juan Herreros, and Markus Dochantschi. The welcome party will be joined by more than 50 visiting students from GSAPP.</span><br />
	<br />
	<span style=""font-size: 12px;"">The exhibition is the overall introspection of the system for Chinese architecture magazines. The notion and philosophy of seven magazines will be exhibited, either the production process of each newsroom. It explains that the method for an architecture magazine, a stable knowledge provider, of making adaption through alteration and innovation by itself.<br />
	<br />
	Considering the way of displaying, the space of Studio - X is visualized as a 7-page spatial magazine. Furthermore, the elements of a hard copy magazine, such as contents, pages, and feature are involved in and presented. The Studio-X space is divided visually basing on the characteristics of perspective and circulation. A mapping of visiting and the content of a magazine is shaped and organized accordingly. Therefore, it can be also treated as a narrative of reading space.</span><br />
	<br />
	<span style=""font-size: 12px;"">Food and drinks will be provided. Please register to get a ticket in http://studioxparty.eventbrite.com/<br />
	<br />
	<strong>开幕式：中国编辑部&mdash;&mdash;中文建筑杂志周2013展览<br />
	顾问：黄居正&nbsp; 策展人：蒲鸿<br />
	派对酒会：哥伦比亚大学建筑学院工作室参观考察周派对</strong><br />
	<br />
	Studio-X诚邀您参加3月11日的&ldquo;中国编辑部&mdash;&mdash;中文建筑杂志周2013&rdquo;展览展览。开幕当天，Studio-X还将迎来Jeffrey Johnson, Juan Herreros, Markus Dochantschi 和等四个工作室的参观和考察。五十余名哥大建筑学院老师和学生也将参与活动。参加者请提前在网站注册登记 http://studioxparty.eventbrite.com/</span><br />
	<br />
	<span style=""font-size: 12px;"">本次展览是关于国内建筑杂志体制的一次整体反思。联合参展的7家杂志将不仅为大家展现它们的办刊理念和宗旨，还将通过编辑部团队的展示反映出，作为稳定的知识生产机制，建筑杂志如何通过自我革新来适应现实环境的需求。<br />
	<br />
	在展示上，我们现在把Studio-X展厅想象成一本7页长度的空间杂志。这本空间杂志在体例上同样存在目录、页码、专栏，我们用人的视点和视域划分观看空间，并通过科学计算，依据人的空间动线，设置固定视点，继而形成导览线路以及整本杂志的内容。因此，这也是一个关于空间阅读的展览。</span><br />
	<br />
	<br />
	&nbsp;</div>
",Beijing,Studio-X Beijing
Building a Cycling Culture in Copenhagen,Monday,11,March,2013,Presentation,Studio-X,"Please join us for a talk by Lotte Bech, Architect &amp; Urban Planner, on the progress of Cycling in society and how Copenhagen has become a stunning example of sustainable mobility and its positive effects on cities.<br />
<br />
In association with EMBARQindia",Mumbai,Studio-X Mumbai
IDF: India Design Week : Green Urban / Happy Owners,Saturday,9,March,2013,Tour,Studio-X,"Soazic Guezennec, a French artist living in Mumbai, is opening a new kind of real estate space, displaying imaginary architectural projects which reinstate untamed nature inside the city.<br />
The show consists of presenting utopian architectural projects which invert the balance of power between the city of Mumbai and nature.<br />
Visitors are invited to express their desires and habitat dreams, and are encouraged to become members of the community of these highly subjective constructions.&nbsp;<br />
The artist, Soazic Guezennec, will guide the visitors.",Mumbai,Studio-X Mumbai
Rise: GSAPP Alumni Forum,Friday,8,March,2013,Core Series,[object Object],"This year&#39;s annual Alumni Forum presents a panel discussion led by global thought leaders from various disciplines on the relationship between climate change, extreme weather events and the built environment.<br />
<br />
<strong>Susannah C. Drake,</strong> AIA, ASLA, dlandstudio architecture<br />
<strong>Klaus Jacob, </strong>Lamont Doherty Earth Observatory<br />
<strong>Guy Nordenson,</strong> Guy Nordenson and Associates and Princeton University<br />
<strong>Jeff Orlowski,</strong> director of Academy Award nominated documentary <em>Chasing Ice</em><br />
<strong>Cynthia E. Rosenzweig,</strong> NASA Goddard Institute for Space Studies<br />
<br />
Moderated by&nbsp;<strong>Andrew Revkin, </strong>Pace University, and writer of Dot Earth blog of the <em>New York Times</em><br />
<br />
The panel discussion will be followed by a reception for Columbia University alumni, students, faculty and staff from 8-10pm in the Times Center Gallery. Columbia University Affiliates (alumni, students, faculty and staff) please <a href=""https://web.ovationtix.com/trs/pe/9755507"">register here</a>.<br />
<br />
Members of the general public please <a href=""https://web.ovationtix.com/trs/pe/9756939"">register here</a>.<br />
<br />
Tickets will be available at the door.<br />
<br />
<a href=""http://thetimescenter.com/"">The Times Center</a>, New York Times Building, 242 W 41St Street, New York, NY 10036<br />
<br />
The event will be livestreamed. &nbsp;Please click <a href=""http://http://livestre.am/163ds."">here.</a><br />
<br />
For more on GSAPP Alumni, see <a href=""http://www.arch.columbia.edu/alumni"">arch.columbia.edu/alumni</a><br />
<br />
*View photos from the event on the <a href=""http://www.facebook.com/media/set/?set=a.508231435903729.1073741825.337608722966002"">GSAPP Alumni Forum RISE Facebook Album</a>.<br />
<br />
<br />
",New York,New York Times Center
Rise: GSAPP Alumni Forum,Friday,8,March,2013,Core Series,[object Object],"This year&#39;s annual Alumni Forum presents a panel discussion led by global thought leaders from various disciplines on the relationship between climate change, extreme weather events and the built environment.<br />
<br />
<strong>Susannah C. Drake,</strong> AIA, ASLA, dlandstudio architecture<br />
<strong>Klaus Jacob, </strong>Lamont Doherty Earth Observatory<br />
<strong>Guy Nordenson,</strong> Guy Nordenson and Associates and Princeton University<br />
<strong>Jeff Orlowski,</strong> director of Academy Award nominated documentary <em>Chasing Ice</em><br />
<strong>Cynthia E. Rosenzweig,</strong> NASA Goddard Institute for Space Studies<br />
<br />
Moderated by&nbsp;<strong>Andrew Revkin, </strong>Pace University, and writer of Dot Earth blog of the <em>New York Times</em><br />
<br />
The panel discussion will be followed by a reception for Columbia University alumni, students, faculty and staff from 8-10pm in the Times Center Gallery. Columbia University Affiliates (alumni, students, faculty and staff) please <a href=""https://web.ovationtix.com/trs/pe/9755507"">register here</a>.<br />
<br />
Members of the general public please <a href=""https://web.ovationtix.com/trs/pe/9756939"">register here</a>.<br />
<br />
Tickets will be available at the door.<br />
<br />
<a href=""http://thetimescenter.com/"">The Times Center</a>, New York Times Building, 242 W 41St Street, New York, NY 10036<br />
<br />
The event will be livestreamed. &nbsp;Please click <a href=""http://http://livestre.am/163ds."">here.</a><br />
<br />
For more on GSAPP Alumni, see <a href=""http://www.arch.columbia.edu/alumni"">arch.columbia.edu/alumni</a><br />
<br />
*View photos from the event on the <a href=""http://www.facebook.com/media/set/?set=a.508231435903729.1073741825.337608722966002"">GSAPP Alumni Forum RISE Facebook Album</a>.<br />
<br />
<br />
",New York,New York Times Center
"Entropy Central: Monument History & Conservation in New York's Greatest Park",Thursday,7,March,2013,Inquiry:HP,Inquiry:HP,"<div>
	This event is FREE and open to the public.<br />
	Refreshments will be served.<br />
	<br />
	Moderated by Richard Pieper<br />
	<br />
	<em>Lecture Synopsis</em><br />
	If he were here today, Frederick Law Olmsted, the originator of Central Park, would not wholly recognize his best known work. &nbsp;As New York City has expanded over the past century and a half, an accrued stratum of alterations, including a wide variety of monuments and sculptural features, have peppered the inviolable landscapes that Olmsted envisioned as the framework of a democratic ideal. &nbsp;Learn more about the evolution of Central Park&rsquo;s monuments from the late 19th Century until the Park&rsquo;s nadir of the 1970&rsquo;s.<br />
	<br />
	Central Park Conservancy&rsquo;s innovative model of Park management and restoration has again transformed this irreplaceable cultural resource. &nbsp;Join in on the discussion about the many challenges of the preventative conservation of this eclectic collection.<br />
	<br />
	<em>About Matthew Reiley</em><br />
	Matthew Reiley is the Associate Director of Preservation and Conservation for the Central Park Conservancy (CPC). &nbsp;Since 2003, he has been responsible for the care of Central Park&rsquo;s built environment, which includes a collection of 50+ bronze and stone monuments, historic architecture, fountains, mosaics and other features. &nbsp;Mr. Reiley is a Professional Associate of the American Institute for the Conservation of Historic and Artistic Works (AIC). &nbsp;He is an accomplished sculptor with over 16 years of experience as a Fine Arts professional, and also maintains a studio in Trenton, NJ where he founded AbOmInOg Intl. Arts Collective in 2000.</div>
<div>
	&nbsp;</div>
<a href=""http://inquiryhp.wordpress.com/2013/01/05/matthew-reiley/"" target=""_blank"">http://inquiryhp.wordpress.<wbr />com/2013/01/05/matthew-reiley/</a>&nbsp;",New York,Buell 200
"MINIATURE, Bruna Canepa & Ciro Miguel",Tuesday,5,March,2013,Exhibition Opening,Studio-X,"Opening March 5th, tuesday,&nbsp; at 6:30pm<br />
The exhibition remains on display until April 6th<br />
<br />
A prisoner paints a landscape on the wall of his cell showing a miniature train entering a tunnel. When his jailers come to get him, he asks them &ldquo;politely to wait a moment, to allow me to verify something in the little train in my picture. As usual, they started to laugh, because they considered me to be weak-minded. I made myself very tiny, entered into my picture and climbed into the little train, which started moving, then disap-peared into the darkness of the tunnel. For a few seconds longer, a bit of flaky smoke could be seen coming out of the darkness of the round hole. Then this smoke blew away, and with it the picture, and with the picture, my person...&rdquo; How many times poet-painters, in their prisons, have broken throu-gh walls, by way of a tunnel! How many times, as they pain-ted their dreams, they have escaped through a crack in the wall! ...If need be, mere absurdity can be a source of freedom.<br />
Gaston Bachelard, &ldquo;The miniature&rdquo; in Poetics of Space<br />
<br />
Is it the city that is out of scale, deformed, and temporally displaced, or the site, the building, both? The operations and strategies put forward by Miniatura come from the clash between the incongruence of the material landscape and architectural cul-ture of the metropolis&mdash;which in S&atilde;o Paulo has reached the status of aberration&mdash;and the prominence of the exorbitant American natural landscape conditioning ur-ban scenarios like Rio de Janeiro and Santiago. Architects could only wish they had imagined the different scales, forms, geologic formations, and temporalities that co-exist in such setups.<br />
If the incongruence of their built environment is formally, temporally and spatially decontextualized in Miniatura&rsquo;s drawings, collages and models, the question of form, scale and time is again complicated when these buildings are reinserted in the diffe-rent landscapes of its photographs. By isolating and re-contextualizing, Miniatura transfers and tests proceedings to the extreme: superimposing, narrowing, encrus-ting, sectioning, stratifying, turning, displacing, illuminating, walling, flooding. Howe-ver, the images presented do not always consist of photomontages.<br />
But what is real? What has been imagined?<br />
Like in All Fires the Fire, in which every &ldquo;figure&rdquo; proposed by the Argentinian writer Julio Cortaz&aacute;r relates to each other in different spaces and temporalities &ndash; Cuba, Paris, Buenos Aires, a Greek island, Ancient Rome, Beirut &ndash; from which they can exit and enter, Miniatura searches analogous relations not in fiction but in the incon-gruous reality, reminding us that the latter often surpasses the architect&rsquo;s imaginati-on. No need to paint the dream and escape through a crack in the wall, as in the miniaturized world evoked by Bachelard: the sheer absurdity of the streets is still the largest source of freedom for the voluntary prisoners of architecture.<br />
<br />
Vanessa Grossman<br />
<br />
<br />
<br />
<strong>About the artists</strong><br />
<br />
<strong>Ciro Miguel, 1980, S&atilde;o Paulo</strong><br />
Architect undergraduated at the University of S&atilde;o Paulo / FAUUSP in 2004. Gra-duate at GSAPP&nbsp; / Columbia University&nbsp; in 2008. Contributor to SPBR Architects office since 2003.<br />
<br />
<strong>Bruna Canepa, 1988, S&atilde;o Paulo</strong><br />
Architecture student at the School of the City, S&atilde;o Paulo. As an artist, participates in several exhibitions since 2009<br />
<br />
Bruna and Ciro worked together since 2011.",Rio De Janeiro,Studio-X Rio
"HDR, Inc. Employer Information Session",Tuesday,5,March,2013,Career Crash Course,Career Services,"<a href=""http://hdrinc.com/"" target=""_blank"">HDR Inc.</a>&nbsp;will be joining us for an employer information session. Specifically, Kovid Saxena, UP Alumnus, and&nbsp;Jim Brown, SVP Transportation and Environmental Planning, will present about the company&#39;s background, work, and culture. HDR Inc. is a global firm with over 8,000 employers providing architecture, engineering, consulting and construction related services through their operating companies. All are welcome.<br />
<br />
Sponsored by the Urban Planning program.",New York,"Room 114, Avery Hall"
"Understanding Community Development in a ""Theory of Action"" Framework",Tuesday,5,March,2013,LiPS,LiPS,"This seminar will identify and unpack three theories of&nbsp;action underlying community development practice: the restoration of&nbsp;norms of trust and civility; the activation of&nbsp;markets; and the building of power and self-determination among&nbsp;historically marginalized residents.
<div>
	&nbsp;</div>
<div>
	Laura Wolf-Powers, Assistant Professor, City and Regional Planning at&nbsp;the University of Pennsylvania</div>
<div>
	&nbsp;</div>
<div>
	Prior reading and registration is required:<br />
	<a href=""http://wolfpowersseminar.eventbrite.com/"" target=""_blank"">http://wolfpowersseminar.<wbr />eventbrite.com/</a></div>
",New York,"Room 505, Avery Hall"
Culture at Risk: The Protection of Heritage in Conflict and Crisis,Monday,4,March,2013,Inquiry:HP,Inquiry:HP,Francesco Bandarin is the Assistant Director-General for Culture at UNESCO.,New York,Wood Auditorium
TEMPORARY SPATIALITIES ACTIVATOR,Monday,4,March,2013,Workshop,Studio-X,"The a.e.t. [temporary spatialities activator] is a website developed by artists and ar-chitects Breno Silva and Louise Ganz, who works as a platform for virtual collabora-tion and negotiation between people who want to borrow temporarily different spa-ces, people who want to propose something in these spaces and people willing to collaborate and finance for such propositions occur. Through this platform spaces such as vacant land, homes that are not rented, abandoned buildings, backyards, slabs, walls, parking lots, etc., temporarily make other uses such as recreation are-as, parties, agriculture, livestock, libraries, local trade, performances, among others. Visit the site at: www.ativador.org<br />
In the workshop a.e.t. [Rio de Janeiro] we equip the participants to use the aet and develop proposals for temporary uses of different spaces, seek viable strategies and promote exchanges with other cities. The workshop takes place from March 4th to 8th, is free, and limited to 20 participants. It is intended for artists, actors, dancers, architects, geographers, students, but also open to those interested in the general forms of production of urban space.<br />
Book here by acessing this <a href=""https://docs.google.com/spreadsheet/viewform?fromEmail=true&amp;formkey=dHhwRnU5ajFRdFVOdWdjLS01QTAyU1E6MQ"">link.</a>",Rio De Janeiro,Studio-X Rio
